scale,quad_id,sample_rule,sample_size,sample_fraction,metric_mean,metric_median,metric_sd,metric_min,metric_max,n_boot,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
50m,sub50_56,pct_2,2910,0.02,173.95109683498123,174.0093198637765,3.2484132857950425,165.4470966665035,180.73871509886558,50,squared_euclidean_pc1_pc3,2910,2910,0.018674290331590442,0.4593950124964298,173.02790799380773,174.87428567615473,173.26353331155033,0.6875635234308959,percent,0.02,2% of pixels,2%,"2% of pixels = 2,910 pixels (2.0%)","2%
2,910 px",145500,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_56,fixed_4000,4000,0.027491408934707903,173.26353331155033,173.7640942952205,2.768560107368193,165.49213558481432,177.80754461581614,50,squared_euclidean_pc1_pc3,4000,4000,0.015978896738703594,0.391533525208521,172.47671723478538,174.05034938831528,173.26353331155033,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.7%)","4,000
2.7%",145500,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_56,pct_3,4365,0.03,173.61458514154674,173.82464148338133,2.655625420034637,168.68871108033554,179.76286098410657,50,squared_euclidean_pc1_pc3,4365,4365,0.015296096338159173,0.3755621485595731,172.85986474779838,174.3693055352951,173.26353331155033,0.3510518299964076,percent,0.03,3% of pixels,3%,"3% of pixels = 4,365 pixels (3.0%)","3%
4,365 px",145500,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_56,fixed_6000,6000,0.041237113402061855,173.2781359161853,173.29974635167838,2.662379942026859,167.0904857463294,182.2904679650903,50,squared_euclidean_pc1_pc3,6000,6000,0.015364777142539511,0.37651738222044784,172.52149590852636,174.03477592384425,173.26353331155033,0.014602604634973204,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (4.1%)","6,000
4.1%",145500,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_56,fixed_8000,8000,0.054982817869415807,173.53851591237165,173.56337248312974,1.9779543174749947,169.64135183772743,179.2177338671507,50,squared_euclidean_pc1_pc3,8000,8000,0.011397782832681154,0.2797249821527556,172.97638751503106,174.10064430971224,173.26353331155033,0.27498260082131765,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (5.5%)","8,000
5.5%",145500,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,fixed_1250,1250,0.007599153758237482,235.03461065877016,234.56083762321163,8.913293486752456,218.31304287808052,254.17151372307234,50,squared_euclidean_pc1_pc3,1250,1250,0.03792332313002627,1.2605300534377097,232.50148067772454,237.56774063981578,232.99593852043185,2.0386721383383133,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.8%)","1,250
0.8%",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,pct_1,1645,0.010000486345840527,233.64094574298085,232.70451887898383,7.809994977113299,213.15570256366712,250.47251404821353,50,squared_euclidean_pc1_pc3,1645,1645,0.033427338484174625,1.1045000818699378,231.4213697290478,235.8605217569139,232.99593852043185,0.6450072225489976,percent,0.01,1% of pixels,1%,"1% of pixels = 1,645 pixels (1.0%)","1%
1,645 px",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,pct_2,3290,0.020000972691681055,234.11000200945645,233.81426037929253,5.147517969712016,223.02332016614767,246.17834656131,50,squared_euclidean_pc1_pc3,3290,3290,0.02198760379961934,0.7279689725325952,232.64709358885654,235.57291043005637,232.99593852043185,1.114063489024602,percent,0.02,2% of pixels,2%,"2% of pixels = 3,290 pixels (2.0%)","2%
3,290 px",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,fixed_4000,4000,0.024317292026359946,232.99593852043185,232.1368222395467,4.556876769612158,224.42597016135412,242.54164994141362,50,squared_euclidean_pc1_pc3,4000,4000,0.019557751944300768,0.6444396929648412,231.70088847162654,234.29098856923716,232.99593852043185,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.4%)","4,000
2.4%",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,pct_3,4935,0.03000145903752158,233.9834776357999,234.68970613699707,4.660171896867237,220.92130916508046,244.2883085569082,50,squared_euclidean_pc1_pc3,4935,4935,0.01991667080066607,0.6590478299539599,232.65907143664066,235.3078838349591,232.99593852043185,0.9875391153680368,percent,0.03,3% of pixels,3%,"3% of pixels = 4,935 pixels (3.0%)","3%
4,935 px",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,fixed_6000,6000,0.03647593803953992,234.48370053710278,234.72899411064452,3.852701920038346,225.9474323478632,242.4757589556562,50,squared_euclidean_pc1_pc3,6000,6000,0.016430574539780116,0.5448543307099093,233.38877476626553,235.57862630794003,232.99593852043185,1.4877620166709278,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.6%)","6,000
3.6%",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_60,fixed_8000,8000,0.04863458405271989,233.9338971132902,233.66907223270846,3.1564982413669878,227.83043996087028,240.69234871005474,50,squared_euclidean_pc1_pc3,8000,8000,0.013493120408447475,0.4463962622548017,233.03683023871588,234.8309639878645,232.99593852043185,0.9379585928583367,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.9%)","8,000
4.9%",164492,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,fixed_1250,1250,0.0066527225601805285,196.18075149142243,196.49377423187912,6.737841808160713,179.65163673050986,209.66467253176583,50,squared_euclidean_pc1_pc3,1250,1250,0.03434507084378923,0.9528747266225338,194.2658780367155,198.09562494612936,196.71269423717504,-0.531942745752616,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (0.7%)","1,250
0.7%",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,pct_1,1879,0.01000037255246337,196.3746055211904,196.77050253270681,5.04160990296261,184.32027082536655,210.69863207091763,50,squared_euclidean_pc1_pc3,1879,1879,0.025673431091468593,0.7129913100964226,194.9417958401323,197.8074152022485,196.71269423717504,-0.3380887159846395,percent,0.01,1% of pixels,1%,"1% of pixels = 1,879 pixels (1.0%)","1%
1,879 px",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,pct_2,3758,0.02000074510492674,197.11810355882105,197.15230688028618,4.090225422799272,188.45375982650884,205.41720269582518,50,squared_euclidean_pc1_pc3,3758,3758,0.0207501256807634,0.5784452266085958,195.9556743553928,198.2805327622493,196.71269423717504,0.40540932164600463,percent,0.02,2% of pixels,2%,"2% of pixels = 3,758 pixels (2.0%)","2%
3,758 px",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,fixed_4000,4000,0.02128871219257769,196.71269423717504,197.02199439459855,3.3582791481553325,187.1252299372242,202.828255937773,50,squared_euclidean_pc1_pc3,4000,4000,0.017072000163376747,0.47493239175560353,195.75828186339243,197.66710661095766,196.71269423717504,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (2.1%)","4,000
2.1%",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,pct_3,5000,0.026610890240722114,196.20984842766558,196.56625509197204,2.4920888694622616,189.14419109958362,203.30192041305475,50,squared_euclidean_pc1_pc3,5000,5000,0.012701140587145356,0.35243458778325637,195.5016046073485,196.91809224798266,196.71269423717504,-0.5028458095094663,percent,0.03,3% of pixels,3%,"3% of pixels = 5,000 pixels (2.7%)","3%
5,000 px",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,fixed_6000,6000,0.03193306828886654,196.18854587272898,195.78908413040273,2.5782128359193406,191.343940130075,201.40224857920074,50,squared_euclidean_pc1_pc3,6000,6000,0.013141505404662478,0.36461435592415303,195.45582589196198,196.92126585349598,196.71269423717504,-0.5241483644460629,fixed,6000,"Fixed 6,000","6,000","Fixed 6,000 (3.2%)","6,000
3.2%",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
50m,sub50_8,fixed_8000,8000,0.04257742438515538,196.28019573096816,196.19431804883232,2.4133035290072904,190.97776379253892,201.31878482071266,50,squared_euclidean_pc1_pc3,8000,8000,0.012295196262770645,0.3412926580844962,195.59434245666753,196.9660490052688,196.71269423717504,-0.43249850620688335,fixed,8000,"Fixed 8,000","8,000","Fixed 8,000 (4.3%)","8,000
4.3%",187893,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
